RSSI,ACC_X,ACC_Y,ACC_Z,Gyro_X,Gyro_Y,Gyro_Z
-46,4.9,1.17,7.08,-0.02,-0.04,0
-47,4.9,1.17,7.08,-0.02,-0.04,0
-49,4.89,1.17,7.08,-0.02,-0.04,0
-48,4.9,1.18,7.08,-0.02,-0.04,0
-48,4.89,1.19,7.07,-0.02,-0.04,0
-45,4.9,1.2,7.07,-0.02,-0.04,0
-46,4.89,1.21,7.07,-0.02,-0.04,0
-46,4.88,1.21,7.09,-0.02,-0.04,0
-47,4.89,1.21,7.09,-0.02,-0.04,0
-46,4.88,1.22,7.09,-0.02,-0.04,0
45,4.89,1.21,7.08,-0.02,-0.04,0
-48,4.87,1.2,7.09,-0.02,-0.04,0
-50,4.87,1.18,7.1,-0.02,-0.04,0
-46,4.86,1.18,7.12,-0.03,-0.04,0.01
-48,4.85,1.18,7.1,-0.03,-0.04,0.01
-47,4.85,1.18,7.09,-0.03,-0.04,0.01
-48,4.86,1.18,7.1,-0.03,-0.04,0.01
-47,4.87,1.18,7.1,-0.03,-0.04,0.01
-47,4.89,1.18,7.11,-0.02,-0.04,0.01
-45,4.89,1.18,7.12,-0.02,-0.04,0.01
-49,4.89,1.18,7.13,-0.02,-0.04,0.01
-45,4.9,1.17,7.13,-0.02,-0.04,0.01
-47,4.9,1.17,7.13,-0.02,-0.04,0.01
-47,4.9,1.18,7.11,-0.02,-0.04,0.01
-47,4.91,1.19,7.1,-0.02,-0.04,0.01
-46,4.92,1.19,7.12,-0.02,-0.04,0.01
-45,4.92,1.18,7.11,-0.02,-0.04,0.01
-45,4.93,1.18,7.1,-0.01,-0.04,0.01
47,4.94,1.18,7.11,-0.02,-0.04,0.01
-45,4.94,1.18,7.11,-0.01,-0.04,0.01
-48,4.93,1.18,7.12,-0.01,-0.04,0.01
-45,4.93,1.19,7.11,-0.01,-0.04,0.01
-46,4.93,1.2,7.12,-0.01,-0.04,0.01
-46,4.93,1.2,7.13,-0.02,-0.04,0.01
-46,4.93,1.19,7.1,-0.02,-0.04,0.01
-45,4.92,1.2,7.11,-0.02,-0.04,0
-45,4.91,1.19,7.1,-0.02,-0.04,0
-48,4.91,1.19,7.09,-0.02,-0.04,0
-46,4.92,1.19,7.08,-0.02,-0.04,0
-48,4.92,1.18,7.07,-0.02,-0.04,0
-49,4.91,1.18,7.06,-0.02,-0.04,0
-46,4.91,1.19,7.06,-0.02,-0.04,0
-48,4.92,1.19,7.08,-0.02,-0.04,0
-654,4.92,1.18,7.09,-0.02,-0.04,0
-48,4.91,1.18,7.1,-0.02,-0.04,0
-47,4.92,1.17,7.1,-0.03,-0.04,0
47,4.92,1.17,7.11,-0.03,-0.04,0.01
-47,4.92,1.17,7.09,-0.03,-0.04,0.01
-47,4.92,1.18,7.09,-0.03,-0.04,0.01
-45,4.91,1.19,7.09,-0.03,-0.04,0.01
-47,4.9,1.18,7.1,-0.03,-0.04,0.01
-48,4.89,1.17,7.12,-0.03,-0.04,0.01
-46,4.87,1.17,7.13,-0.03,-0.04,0.01
-50,4.88,1.17,7.14,-0.03,-0.04,0.01
-44,4.87,1.18,7.13,-0.03,-0.04,0.01
-48,4.87,1.18,7.13,-0.03,-0.04,0.01
-45,4.88,1.18,7.11,-0.03,-0.04,0.01
-48,4.88,1.17,7.12,-0.03,-0.04,0.01
-48,4.87,1.18,7.12,-0.03,-0.04,0.01
-48,4.89,1.17,7.11,-0.03,-0.04,0.01
-48,4.88,1.18,7.11,-0.03,-0.04,0.01
-46,4.88,1.19,7.12,-0.02,-0.04,0.01
-46,4.87,1.19,7.12,-0.02,-0.04,0.01
-46,4.87,1.17,7.11,-0.02,-0.04,0.01
-48,4.88,1.17,7.11,-0.02,-0.04,0.01
-46,4.89,1.17,7.12,-0.02,-0.04,0.01
-48,4.9,1.17,7.12,-0.02,-0.04,0.01
-48,4.9,1.18,7.12,-0.02,-0.04,0.01
-46,4.89,1.17,7.12,-0.02,-0.04,0.01
-47,4.89,1.19,7.12,-0.02,-0.04,0.01
-48,4.89,1.18,7.13,-0.02,-0.04,0.01
-46,4.9,1.19,7.11,-0.02,-0.04,0
47,4.9,1.19,7.12,-0.02,-0.04,0
-47,4.89,1.18,7.12,-0.02,-0.04,0
-46,4.88,1.18,7.11,-0.02,-0.04,0
-48,4.88,1.19,7.12,-0.02,-0.04,0
-48,4.87,1.19,7.11,-0.02,-0.04,0
-47,4.87,1.19,7.08,-0.02,-0.04,0
-45,4.86,1.19,7.08,-0.02,-0.04,0
-48,4.85,1.2,7.08,-0.02,-0.04,0
-48,4.85,1.2,7.07,-0.02,-0.04,0
-48,4.85,1.2,7.1,-0.02,-0.04,0
-47,4.86,1.19,7.1,-0.02,-0.04,0
-44,4.85,1.2,7.11,-0.02,-0.04,0.01
-45,4.85,1.21,7.11,-0.02,-0.04,0.01
-47,4.87,1.21,7.1,-0.02,-0.04,0.01
-48,4.88,1.21,7.09,-0.02,-0.04,0.01
-46,4.88,1.22,7.08,-0.02,-0.04,0.01
-46,4.88,1.2,7.09,-0.02,-0.04,0.01
-48,4.9,1.2,7.11,-0.02,-0.04,0.01
-45,4.9,1.2,7.11,-0.02,-0.04,0.01
-47,4.91,1.2,7.12,-0.02,-0.04,0.01
-47,4.92,1.18,7.11,-0.02,-0.04,0.01
-48,4.93,1.17,7.11,-0.02,-0.04,0.01
-47,4.94,1.17,7.12,-0.02,-0.04,0.01
-49,4.92,1.18,7.11,-0.02,-0.04,0.01
-47,4.91,1.19,7.1,-0.02,-0.04,0.01
-48,4.9,1.19,7.11,-0.02,-0.04,0.01
-47,4.89,1.18,7.12,-0.02,-0.04,0.01
-45,4.88,1.19,7.12,-0.02,-0.04,0.01
-48,4.88,1.18,7.1,-0.02,-0.05,0.01
-46,4.88,1.19,7.1,-0.02,-0.05,0.01
-46,4.87,1.19,7.1,-0.02,-0.05,0.01
-48,4.87,1.2,7.1,-0.02,-0.05,0.01
47,4.87,1.19,7.1,-0.02,-0.05,0.01
-45,4.88,1.19,7.11,-0.02,-0.04,0.01
-48,4.88,1.19,7.1,-0.02,-0.04,0.01
-45,4.89,1.19,7.1,-0.02,-0.04,0.01
-45,4.89,1.19,7.1,-0.02,-0.04,0.01
-45,4.91,1.19,7.11,-0.02,-0.04,0.01
-45,4.91,1.19,7.11,-0.02,-0.04,0.01
-46,4.91,1.2,7.1,-0.02,-0.04,0.01
-46,4.92,1.2,7.1,-0.02,-0.04,0
-45,4.92,1.19,7.1,-0.02,-0.04,0
-45,4.93,1.18,7.08,-0.02,-0.04,0
-46,4.92,1.17,7.1,-0.02,-0.04,0
-45,4.92,1.17,7.1,-0.02,-0.04,0
-46,4.92,1.16,7.1,-0.02,-0.04,0
-46,4.91,1.15,7.1,-0.02,-0.04,0
-46,4.9,1.16,7.1,-0.02,-0.04,0
-46,4.9,1.18,7.08,-0.02,-0.04,0
-45,4.9,1.19,7.09,-0.02,-0.04,0
-46,4.89,1.18,7.09,-0.02,-0.04,0
-48,4.9,1.19,7.09,-0.02,-0.04,0
-45,4.91,1.18,7.11,-0.02,-0.04,0
-48,4.91,1.16,7.11,-0.03,-0.04,0
-46,4.9,1.15,7.12,-0.03,-0.04,0
-45,4.9,1.16,7.13,-0.03,-0.04,0
-48,4.9,1.15,7.12,-0.03,-0.04,0
-45,4.9,1.15,7.13,-0.03,-0.04,0
-46,4.9,1.15,7.13,-0.03,-0.04,0
-46,4.9,1.16,7.12,-0.03,-0.04,0
-48,4.91,1.17,7.11,-0.03,-0.04,0.01
-46,4.91,1.18,7.11,-0.03,-0.04,0.01
-45,4.91,1.19,7.11,-0.03,-0.04,0.01
-48,4.91,1.18,7.11,-0.02,-0.04,0.01
-48,4.9,1.19,7.12,-0.02,-0.05,0.01
-48,4.89,1.19,7.12,-0.02,-0.05,0.01
-48,4.88,1.2,7.13,-0.02,-0.05,0.01
-48,4.88,1.2,7.14,-0.02,-0.05,0.01
-45,4.88,1.2,7.13,-0.02,-0.05,0.01
-47,4.87,1.21,7.13,-0.02,-0.05,0.01
-48,4.88,1.22,7.12,-0.02,-0.05,0.01
-46,4.88,1.21,7.12,-0.02,-0.05,0.01
-45,4.88,1.22,7.13,-0.02,-0.05,0.01
-45,4.87,1.23,7.11,-0.02,-0.05,0.01
-48,4.87,1.23,7.08,-0.02,-0.05,0.01
-48,4.87,1.23,7.08,-0.02,-0.05,0.01
-48,4.88,1.23,7.09,-0.02,-0.05,0.01
-45,4.87,1.22,7.08,-0.02,-0.04,0.01
-45,4.88,1.22,7.09,-0.02,-0.04,0.01
-45,4.88,1.22,7.09,-0.02,-0.04,0.01
-45,4.87,1.23,7.09,-0.02,-0.04,0.01
-46,4.87,1.22,7.1,-0.02,-0.04,0.01
-48,4.88,1.21,7.1,-0.02,-0.04,0.01
-48,4.88,1.21,7.11,-0.02,-0.04,0.01
-47,4.88,1.21,7.11,-0.02,-0.04,0.01
-47,4.89,1.2,7.1,-0.02,-0.04,0.01
-48,4.89,1.2,7.11,-0.02,-0.04,0.01
-48,4.89,1.19,7.11,-0.02,-0.04,0.01
-46,4.88,1.19,7.11,-0.02,-0.04,0.01
-45,4.89,1.19,7.11,-0.02,-0.04,0.01
-48,4.88,1.18,7.11,-0.02,-0.04,0.01
-47,4.9,1.18,7.11,-0.02,-0.04,0.01
-45,4.9,1.18,7.11,-0.02,-0.04,0.01
-46,4.92,1.18,7.11,-0.02,-0.03,0.01
-47,4.92,1.19,7.09,-0.02,-0.03,0.01
-48,4.93,1.18,7.09,-0.02,-0.03,0.01
-48,4.93,1.19,7.08,-0.02,-0.04,0.01
-46,4.93,1.18,7.07,-0.01,-0.04,0.01
-44,4.92,1.17,7.09,-0.01,-0.04,0.01
-43,4.92,1.16,7.08,-0.01,-0.04,0.01
-42,4.93,1.17,7.09,-0.01,-0.04,0.01
-44,4.94,1.18,7.09,-0.02,-0.04,0.01
-42,4.93,1.18,7.06,-0.02,-0.04,0.01
-43,4.93,1.18,7.07,-0.02,-0.04,0.01
-43,4.93,1.16,7.08,-0.02,-0.04,0
-43,4.92,1.16,7.08,-0.02,-0.04,0
-43,4.92,1.16,7.09,-0.02,-0.04,0
-46,4.92,1.15,7.09,-0.02,-0.04,0
-45,4.92,1.15,7.1,-0.02,-0.04,0
-87,4.92,1.14,7.12,-0.02,-0.04,0
-90,4.92,1.13,7.12,-0.02,-0.04,0
-44,4.92,1.14,7.13,-0.02,-0.04,0
-44,4.91,1.15,7.13,-0.02,-0.04,0
-43,4.91,1.14,7.14,-0.03,-0.04,0
-43,4.91,1.15,7.12,-0.03,-0.04,0
-44,4.9,1.15,7.13,-0.03,-0.04,0
-44,4.9,1.13,7.13,-0.03,-0.04,0
-43,4.9,1.13,7.12,-0.03,-0.04,0.01
-44,4.89,1.12,7.12,-0.03,-0.04,0.01
-43,4.89,1.12,7.14,-0.03,-0.04,0.01
-45,4.88,1.12,7.15,-0.03,-0.04,0.01
-44,4.87,1.13,7.11,-0.03,-0.04,0.01
-45,4.87,1.13,7.11,-0.03,-0.04,0.01
-43,4.86,1.13,7.13,-0.03,-0.04,0.01
-86,4.85,1.14,7.15,-0.03,-0.04,0.01
-42,4.85,1.14,7.15,-0.03,-0.04,0.01
-89,4.87,1.15,7.14,-0.03,-0.04,0.01
-45,4.87,1.16,7.15,-0.03,-0.04,0.01
-43,4.87,1.16,7.13,-0.03,-0.04,0.01
-46,4.88,1.17,7.1,-0.03,-0.04,0.01
-46,4.88,1.17,7.08,-0.03,-0.04,0.01
-44,4.89,1.18,7.08,-0.03,-0.04,0.01
-44,4.89,1.19,7.08,-0.03,-0.04,0.01
-43,4.89,1.19,7.09,-0.03,-0.04,0.01
-44,4.89,1.19,7.1,-0.02,-0.04,0.01
-45,4.9,1.19,7.09,-0.02,-0.04,0.01
-44,4.89,1.19,7.08,-0.02,-0.04,0.01
-44,4.89,1.2,7.09,-0.02,-0.04,0.01
-44,4.89,1.2,7.11,-0.03,-0.04,0.01
-44,4.9,1.2,7.1,-0.03,-0.04,0.01
-43,4.88,1.21,7.1,-0.03,-0.04,0.01
-44,4.89,1.22,7.09,-0.03,-0.04,0.01
-45,4.89,1.22,7.08,-0.03,-0.04,0.01
-46,4.9,1.22,7.07,-0.03,-0.04,0
-44,4.89,1.23,7.07,-0.03,-0.04,0
-86,4.89,1.23,7.07,-0.03,-0.04,0
-42,4.9,1.22,7.08,-0.03,-0.04,0
-89,4.88,1.22,7.09,-0.03,-0.04,0
-44,4.9,1.21,7.1,-0.03,-0.04,0
-44,4.89,1.21,7.1,-0.03,-0.04,0
-44,4.9,1.2,7.11,-0.03,-0.04,0
-45,4.89,1.19,7.1,-0.03,-0.04,0
-45,4.88,1.2,7.1,-0.03,-0.04,0
-89,4.88,1.2,7.1,-0.03,-0.04,0
-44,4.88,1.2,7.1,-0.03,-0.04,0
-44,4.86,1.22,7.12,-0.03,-0.04,0
-45,4.86,1.22,7.11,-0.03,-0.04,0
-46,4.84,1.21,7.11,-0.03,-0.04,0
-45,4.84,1.2,7.11,-0.03,-0.04,0
-43,4.84,1.19,7.11,-0.02,-0.04,0
-43,4.84,1.18,7.13,-0.02,-0.04,0.01
-90,4.84,1.18,7.13,-0.02,-0.05,0.01
-43,4.83,1.18,7.12,-0.02,-0.04,0.01
-45,4.82,1.17,7.14,-0.02,-0.04,0.01
-43,4.83,1.16,7.13,-0.02,-0.04,0.01
-88,4.83,1.16,7.14,-0.02,-0.04,0.01
-833,4.82,1.16,7.13,-0.02,-0.04,0.01
-45,4.82,1.15,7.14,-0.02,-0.05,0.01
-45,4.83,1.16,7.13,-0.02,-0.05,0.01
-44,4.84,1.16,7.12,-0.02,-0.05,0.01
-43,4.85,1.16,7.13,-0.02,-0.04,0.01
-45,4.85,1.16,7.14,-0.02,-0.04,0.01
-44,4.86,1.17,7.15,-0.02,-0.04,0.01
-45,4.87,1.19,7.15,-0.02,-0.04,0.01
-44,4.87,1.2,7.13,-0.02,-0.04,0.01
-43,4.87,1.19,7.12,-0.02,-0.04,0.01
-43,4.89,1.18,7.12,-0.02,-0.04,0.01
-45,4.9,1.17,7.12,-0.02,-0.04,0.01
-44,4.9,1.16,7.12,-0.02,-0.04,0.01
-44,4.89,1.16,7.12,-0.02,-0.04,0.01
-45,4.88,1.18,7.11,-0.02,-0.04,0.01
-43,4.88,1.17,7.1,-0.02,-0.04,0.01
-43,4.89,1.16,7.1,-0.02,-0.04,0
-44,4.9,1.15,7.09,-0.02,-0.04,0
-42,4.92,1.16,7.08,-0.02,-0.04,0
-43,4.92,1.18,7.09,-0.02,-0.04,0
-43,4.92,1.19,7.08,-0.02,-0.04,0
-44,4.91,1.18,7.07,-0.02,-0.04,0
-45,4.91,1.18,7.06,-0.02,-0.04,0
-89,4.9,1.19,7.07,-0.02,-0.04,0
-45,4.9,1.18,7.05,-0.02,-0.04,0
-43,4.9,1.19,7.07,-0.02,-0.04,0
-45,4.91,1.19,7.08,-0.02,-0.04,0
-88,4.9,1.18,7.08,-0.02,-0.04,0
-43,4.89,1.17,7.07,-0.02,-0.04,0
-42,4.88,1.17,7.07,-0.02,-0.04,0
-45,4.88,1.17,7.05,-0.02,-0.04,0
-43,4.89,1.15,7.04,-0.02,-0.04,0
-44,4.88,1.15,7.05,-0.02,-0.04,0
-42,4.88,1.17,7.05,-0.02,-0.04,0
-43,4.88,1.16,7.07,-0.02,-0.04,0
-43,4.88,1.15,7.08,-0.02,-0.04,0
-42,4.87,1.16,7.09,-0.02,-0.04,0
-44,4.86,1.15,7.1,-0.02,-0.04,0
-44,4.86,1.16,7.11,-0.02,-0.04,0
-44,4.87,1.16,7.1,-0.02,-0.04,0.01
-43,4.87,1.17,7.1,-0.02,-0.04,0.01
-43,4.87,1.18,7.12,-0.02,-0.04,0.01
-42,4.88,1.18,7.13,-0.02,-0.04,0.01
-44,4.88,1.17,7.13,-0.02,-0.04,0.01
-42,4.89,1.17,7.13,-0.02,-0.04,0.01
-44,4.9,1.18,7.14,-0.02,-0.04,0.01
-44,4.91,1.19,7.15,-0.02,-0.04,0.01
-44,4.91,1.18,7.15,-0.01,-0.04,0.01
-43,4.91,1.18,7.14,-0.01,-0.04,0.01
-45,4.91,1.18,7.13,-0.01,-0.04,0.01
-43,4.93,1.18,7.11,-0.01,-0.04,0.01
-42,4.93,1.17,7.12,-0.02,-0.04,0.01
-42,4.93,1.18,7.12,-0.02,-0.04,0.01
-44,4.92,1.19,7.11,-0.02,-0.04,0
-45,4.91,1.19,7.12,-0.02,-0.04,0
-45,4.92,1.19,7.11,-0.02,-0.04,0
-43,4.91,1.19,7.1,-0.02,-0.04,0
-42,4.91,1.19,7.11,-0.02,-0.04,0
-1045,4.91,1.18,7.11,-0.02,-0.04,0
-44,4.92,1.19,7.11,-0.02,-0.04,0
-46,4.91,1.21,7.1,-0.02,-0.04,0
-43,4.9,1.22,7.09,-0.02,-0.04,0
-45,4.91,1.22,7.08,-0.02,-0.04,0
-44,4.91,1.21,7.1,-0.02,-0.04,0
-89,4.92,1.21,7.11,-0.02,-0.04,0
-43,4.92,1.2,7.12,-0.02,-0.04,0
-43,4.92,1.19,7.11,-0.02,-0.04,0
-45,4.91,1.2,7.09,-0.02,-0.04,0
-45,4.91,1.19,7.1,-0.02,-0.04,0
-44,4.91,1.17,7.09,-0.02,-0.04,0
-45,4.91,1.17,7.09,-0.02,-0.04,0
-44,4.91,1.17,7.09,-0.03,-0.04,0
-45,4.9,1.17,7.11,-0.02,-0.04,0
-45,4.88,1.18,7.09,-0.02,-0.04,0
-44,4.88,1.17,7.09,-0.02,-0.04,0.01
-571,4.89,1.19,7.09,-0.02,-0.04,0.01
-91,4.89,1.19,7.1,-0.02,-0.04,0.01
-45,4.88,1.18,7.09,-0.02,-0.04,0.01
-45,4.86,1.17,7.1,-0.02,-0.04,0.01
-46,4.87,1.17,7.1,-0.02,-0.04,0.01
-47,4.87,1.16,7.09,-0.02,-0.04,0.01
-45,4.86,1.16,7.1,-0.02,-0.04,0.01
-47,4.86,1.16,7.11,-0.02,-0.04,0.01
-44,4.86,1.16,7.13,-0.02,-0.04,0.01
-45,4.86,1.17,7.14,-0.02,-0.04,0.01
-44,4.86,1.17,7.14,-0.02,-0.04,0.01
-45,4.86,1.16,7.13,-0.02,-0.04,0.01
-45,4.87,1.17,7.13,-0.02,-0.04,0.01
-45,4.86,1.18,7.12,-0.02,-0.04,0.01
-45,4.88,1.18,7.14,-0.02,-0.04,0.01
-46,4.89,1.19,7.14,-0.02,-0.04,0.01
-44,4.88,1.19,7.14,-0.02,-0.04,0.01
-46,4.87,1.19,7.13,-0.02,-0.04,0.01
-45,4.87,1.19,7.13,-0.02,-0.04,0.01
-47,4.87,1.18,7.14,-0.02,-0.04,0.01
-45,4.89,1.19,7.12,-0.02,-0.04,0.01
-45,4.89,1.19,7.11,-0.02,-0.04,0.01
-45,4.9,1.2,7.1,-0.02,-0.04,0.01
-46,4.91,1.2,7.1,-0.02,-0.04,0
-45,4.91,1.21,7.11,-0.02,-0.04,0
-45,4.92,1.21,7.11,-0.02,-0.04,0
-45,4.91,1.21,7.1,-0.02,-0.04,0
-47,4.9,1.2,7.11,-0.02,-0.04,0
-45,4.89,1.2,7.11,-0.02,-0.04,0
-46,4.89,1.21,7.12,-0.02,-0.04,0
-45,4.89,1.21,7.1,-0.02,-0.04,0
-45,4.88,1.21,7.1,-0.02,-0.04,0
-46,4.88,1.21,7.1,-0.02,-0.04,0
-44,4.89,1.21,7.08,-0.02,-0.04,0
-48,4.89,1.21,7.07,-0.03,-0.04,0
-46,4.89,1.19,7.07,-0.03,-0.04,0
-45,4.87,1.19,7.09,-0.03,-0.04,0
-45,4.86,1.17,7.1,-0.03,-0.04,0
-44,4.87,1.17,7.08,-0.03,-0.04,0
-45,4.88,1.18,7.09,-0.03,-0.04,0
-44,4.88,1.16,7.11,-0.02,-0.04,0
-45,4.87,1.16,7.08,-0.02,-0.04,0
-46,4.87,1.17,7.09,-0.02,-0.04,0
-45,4.86,1.16,7.1,-0.02,-0.04,0
-44,4.86,1.18,7.11,-0.02,-0.04,0
-43,4.85,1.2,7.11,-0.02,-0.04,0.01
-45,4.85,1.2,7.1,-0.02,-0.04,0.01
-46,4.86,1.19,7.11,-0.02,-0.04,0.01
-44,4.86,1.19,7.11,-0.02,-0.04,0.01
-44,4.85,1.18,7.12,-0.02,-0.04,0.01
-44,4.85,1.19,7.12,-0.02,-0.04,0.01
-45,4.87,1.19,7.13,-0.02,-0.04,0.01
-44,4.88,1.19,7.14,-0.02,-0.04,0.01
-43,4.89,1.19,7.14,-0.02,-0.04,0.01
-43,4.89,1.19,7.14,-0.02,-0.04,0.01
-44,4.91,1.18,7.15,-0.02,-0.04,0.01
-45,4.93,1.19,7.15,-0.02,-0.04,0.01
-44,4.94,1.19,7.16,-0.02,-0.04,0.01
-44,4.94,1.19,7.13,-0.02,-0.04,0.01
-46,4.95,1.19,7.13,-0.02,-0.04,0.01
-46,4.95,1.19,7.13,-0.02,-0.04,0.01
-44,4.95,1.18,7.13,-0.02,-0.04,0.01
-44,4.95,1.19,7.12,-0.02,-0.04,0.01
-46,4.94,1.18,7.11,-0.02,-0.04,0.01
-48,4.93,1.18,7.11,-0.02,-0.04,0
-44,4.92,1.19,7.12,-0.02,-0.05,0
-44,4.92,1.18,7.11,-0.02,-0.05,0
-43,4.92,1.18,7.1,-0.02,-0.05,0
-44,4.91,1.19,7.1,-0.02,-0.05,0
-44,4.89,1.2,7.1,-0.02,-0.05,0
-45,4.88,1.19,7.08,-0.02,-0.05,0
-44,4.88,1.19,7.1,-0.02,-0.04,0
-44,4.88,1.19,7.12,-0.02,-0.04,0
-44,4.89,1.19,7.12,-0.03,-0.04,0
-44,4.88,1.18,7.13,-0.03,-0.04,0
-46,4.89,1.17,7.12,-0.03,-0.04,0
-46,4.88,1.15,7.1,-0.03,-0.04,0
-46,4.89,1.13,7.11,-0.03,-0.04,0
-45,4.9,1.15,7.1,-0.03,-0.04,0
-45,4.91,1.15,7.09,-0.03,-0.04,0
-45,4.89,1.14,7.1,-0.03,-0.04,0
-46,4.88,1.14,7.08,-0.03,-0.04,0
-46,4.88,1.13,7.07,-0.03,-0.04,0
-45,4.89,1.13,7.07,-0.03,-0.04,0
-45,4.89,1.13,7.08,-0.03,-0.04,0
-45,4.88,1.14,7.1,-0.03,-0.04,0
-45,4.88,1.14,7.11,-0.03,-0.04,0
-46,4.88,1.15,7.11,-0.03,-0.04,0
-44,4.88,1.15,7.13,-0.03,-0.04,0
-45,4.89,1.15,7.12,-0.03,-0.04,0
-44,4.89,1.15,7.13,-0.03,-0.04,0
-44,4.89,1.17,7.14,-0.03,-0.04,0
-45,4.88,1.16,7.13,-0.03,-0.04,0
-45,4.9,1.15,7.13,-0.03,-0.04,0
-45,4.91,1.15,7.12,-0.03,-0.04,0
-45,4.91,1.16,7.13,-0.03,-0.04,0.01
-45,4.92,1.17,7.13,-0.03,-0.04,0.01
-46,4.93,1.18,7.13,-0.03,-0.04,0.01
-45,4.92,1.17,7.12,-0.03,-0.04,0.01
-46,4.92,1.18,7.12,-0.03,-0.04,0.01
-45,4.91,1.19,7.11,-0.02,-0.04,0.01
-45,4.91,1.19,7.12,-0.02,-0.04,0.01
-48,4.9,1.2,7.12,-0.02,-0.04,0.01
-45,4.9,1.22,7.12,-0.02,-0.04,0.01
-45,4.89,1.23,7.13,-0.02,-0.04,0.01
-47,4.89,1.23,7.13,-0.02,-0.04,0
-44,4.87,1.23,7.13,-0.02,-0.04,0
-45,4.87,1.25,7.13,-0.02,-0.04,0
-631,4.87,1.25,7.14,-0.02,-0.04,0
-45,4.87,1.24,7.14,-0.02,-0.04,0
-45,4.87,1.23,7.13,-0.02,-0.04,0
-46,4.86,1.23,7.12,-0.02,-0.04,0
-45,4.85,1.22,7.13,-0.02,-0.04,0
-45,4.87,1.23,7.13,-0.02,-0.04,0
-45,4.86,1.23,7.11,-0.02,-0.04,0
-45,4.86,1.24,7.1,-0.02,-0.04,0
-45,4.87,1.24,7.08,-0.02,-0.04,0
-45,4.87,1.24,7.08,-0.02,-0.04,0
-44,4.87,1.23,7.09,-0.02,-0.04,0
-45,4.88,1.23,7.09,-0.02,-0.04,0
-45,4.89,1.23,7.1,-0.02,-0.04,0
-43,4.89,1.21,7.09,-0.02,-0.04,0
-43,4.89,1.21,7.1,-0.02,-0.04,0
-45,4.9,1.2,7.1,-0.02,-0.04,0
-48,4.9,1.19,7.11,-0.02,-0.04,0.01
-46,4.91,1.19,7.11,-0.02,-0.04,0.01
-47,4.91,1.17,7.11,-0.02,-0.04,0.01
-44,4.91,1.18,7.09,-0.02,-0.04,0.01
-45,4.91,1.17,7.08,-0.02,-0.04,0.01
-46,4.91,1.16,7.08,-0.02,-0.04,0.01
-44,4.91,1.18,7.06,-0.02,-0.04,0.01
-45,4.91,1.17,7.07,-0.02,-0.04,0.01
-45,4.9,1.18,7.08,-0.02,-0.04,0.01
-44,4.88,1.19,7.09,-0.01,-0.04,0.01
-49,4.9,1.18,7.1,-0.01,-0.04,0.01
-46,4.9,1.17,7.09,-0.01,-0.04,0.01
-44,4.91,1.16,7.09,-0.01,-0.04,0.01
-45,4.91,1.15,7.07,-0.01,-0.04,0.01
-46,4.9,1.17,7.07,-0.01,-0.04,0.01
-45,4.91,1.17,7.07,-0.01,-0.04,0.01
-45,4.91,1.17,7.08,-0.01,-0.04,0.01
-46,4.91,1.16,7.1,-0.01,-0.04,0.01
-45,4.92,1.15,7.1,-0.02,-0.04,0.01
-45,4.91,1.15,7.08,-0.02,-0.04,0.01
-46,4.92,1.14,7.08,-0.02,-0.04,0.01
-45,4.91,1.14,7.1,-0.02,-0.04,0.01
-46,4.9,1.15,7.08,-0.02,-0.04,0.01
-45,4.9,1.15,7.08,-0.02,-0.04,0.01
-45,4.9,1.14,7.09,-0.02,-0.04,0.01
-45,4.9,1.14,7.1,-0.02,-0.04,0.01
-45,4.91,1.14,7.08,-0.02,-0.04,0.01
-46,4.9,1.14,7.09,-0.03,-0.04,0.01
-45,4.91,1.15,7.1,-0.03,-0.04,0.01
-45,4.91,1.15,7.12,-0.03,-0.04,0.01
-46,4.9,1.14,7.12,-0.03,-0.04,0.01
-45,4.9,1.14,7.12,-0.03,-0.04,0.01
-44,4.9,1.14,7.12,-0.03,-0.04,0
-44,4.9,1.14,7.14,-0.03,-0.04,0
-45,4.9,1.14,7.15,-0.03,-0.04,0
-46,4.89,1.14,7.14,-0.03,-0.04,0
-45,4.9,1.13,7.13,-0.03,-0.04,0
-45,4.9,1.13,7.13,-0.03,-0.04,0
-44,4.9,1.15,7.13,-0.03,-0.04,0
-631,4.89,1.16,7.13,-0.03,-0.04,0
-46,4.89,1.15,7.13,-0.03,-0.04,0
-48,4.88,1.14,7.12,-0.03,-0.04,0.01
-44,4.87,1.14,7.12,-0.03,-0.05,0
-46,4.86,1.15,7.12,-0.03,-0.05,0.01
-45,4.87,1.16,7.12,-0.03,-0.05,0.01
-45,4.87,1.16,7.13,-0.03,-0.05,0.01
-46,4.86,1.16,7.13,-0.03,-0.05,0.01
-44,4.86,1.18,7.13,-0.03,-0.05,0.01
-46,4.85,1.19,7.1,-0.03,-0.05,0.01
-46,4.84,1.19,7.1,-0.03,-0.04,0.01
-46,4.84,1.19,7.1,-0.03,-0.04,0.01
-45,4.83,1.2,7.11,-0.03,-0.04,0.01
-43,4.83,1.21,7.12,-0.03,-0.04,0.01
-45,4.83,1.21,7.1,-0.03,-0.04,0.01
-44,4.84,1.2,7.1,-0.03,-0.04,0.01
-45,4.83,1.2,7.1,-0.03,-0.04,0.01
-44,4.84,1.2,7.09,-0.03,-0.04,0.01
-46,4.85,1.2,7.09,-0.03,-0.04,0.01
